13590 19035
16878 19286
19968 2459
1059 10709
568 15314
8968 10992
7714 19864
14024 19960
6461 19581
10217 7737
12483 19933
9228 547
17729 8533
16570 5363
19871 18169
5071 19719
19999 10273
19485 18587
15933 10236
15842 5773
16396 17638
11928 4759
19909 17395
11249 18402
12001 13970
19574 59
19907 13121
18598 19836
11444 13146
1549 19891
19371 19986
16922 19538
3944 15154
5449 6401
19982 4383
6055 3415
9951 14671
12423 12449
18802 10156
11937 6558
19082 19895
19903 17979
19062 19959
17706 19439
18894 16587
5531 5744
17793 19618
19900 18571
3074 2509
229 19325
19852 18598
17867 8311
16813 6781
19789 12909
18187 15194
19587 13937
13611 17004
12435 18058
16332 19996
19962 14289
6708 15114
15674 4702
12063 19119
3563 18594
17597 10958
19571 724
19706 19445
10843 19528
17626 2972
1260 15820
884 18422
13996 7603
19534 15689
19987 9579
17145 19051
19969 13134
18592 11208
19459 4380
266 18278
19785 7410
9283 19900
1346 17977
296 19840
19327 13902
18026 18705
14439 17418
4780 5288
5477 13815
15338 5384
13473 15450
19863 19986
15867 14424
19805 19947
19524 19941
19499 5279
4006 14634
17369 17230
19999 11776
6391 19863
15583 8186
17117 14383
18423 18111
18311 19957
16566 11738
16462 9651
18946 15837
10460 10212
14220 5175
9411 13791
19790 18912
16808 15472
19677 19962
15962 12783
18474 16961
10908 4882
19999 18157
19956 19676
16720 18948
5702 18489
16699 16983
18659 12605
19749 19999
19992 16927
19951 12483
15555 19925
14914 4272
19999 18655
12813 13176
19897 19067
14267 17094
2289 9616
17080 15791
19629 19405
258 7083
6913 4287
19989 18888
14217 338
11714 19227
5781 3902
16584 17901
18055 16864
7207 7202
14835 19955
19581 17037
4778 14607
17474 1894
14316 19878
17831 19238
16514 17059
19952 19974
19104 19201
16048 19987
12465 14151
15151 5466
2646 19556
12492 7894
16791 19921
18855 14385
11551 17668
15669 4076
14959 6912
3067 5706
7873 2712
15115 9010
428 11238
19002 13168
10365 17933
14113 19970
806 19503
18783 18182
5985 15584
5961 15245
18003 10222
15013 12613
19722 269
9661 10885
6791 18372
13268 5358
19839 2600
1559 1881
16616 16190
18079 5836
19770 10011
17638 7224
17780 8609
5721 3905
16230 13492
4397 2825
19901 18221
19950 15177
19995 11808
5446 19818
7114 10029
19511 19096
17197 18340
14588 16541
13110 8584
15317 8562
5125 15554
18872 12453
16851 7639
8631 18415
19149 18223
18251 14712
5033 19391
18543 18587
19850 4103
10490 9353
18067 7465
258 9519
19191 17347
10230 18009
16892 19663
18269 16575
19978 15880
2429 4801
15259 14432
3886 16794
18382 19631
18530 17587
12785 10675
18040 19806
10315 18574
8437 14187
15749 17103
8313 11170
9895 19898
14477 19977
19907 19686
16735 17375
19170 19987
19279 19850
6120 19773
17745 18569
18892 15915
18171 10619
19660 10588
9487 16171
13947 4484
4088 7475
5345 17766
19989 16545
18427 585
19937 14722
17787 10043
19863 10481
19895 11477
18894 10301
11613 18404
10404 15405
12815 15030
13346 19345
18560 8069
6911 1276
19386 4519
14157 9322
14546 19256
14821 5375
2488 19017
11660 17317
18411 17877
16014 5490
7197 19122
19994 12620
2156 899
17740 15397
19361 19484
19695 4934
14018 18999
8988 18087
19596 12077
4629 33
12706 13268
19200 15067
14700 19928
1110 9376
19996 8019
15955 18774
19752 19972
19603 15189
19760 13826
18131 13395
19886 15860
9903 4146
9552 9265
16103 15534
19965 11547
12293 6954
6958 17419
19726 17121
